catalog_id,main_id,ra,dec,pmra,pmdec,plx_value,plx_err,otype,sp_type,rvz_radvel,rvz_err,v_mag,common_name
HIP 103079,HD 198976,313.28069796246,29.64909851524,-5.286,-63.682,7.9134,0.0208,PM*,K2,-10.89,0.14,6.355,
HIP 983,HD    787,3.04160235158,-17.938250812530004,51.175,-29.035,4.397,0.1007,PM*,K4III,-7.5066,0.0251,5.265,
HIP 93867,*  18 Aql,286.74417872208335,11.071227038333332,-0.89,-32.11,4.67,0.63,SB*,B8III,-18.6,0.9,5.086,
HIP 19009,*  36 Tau,61.09028579395001,24.10601795991,2.368,-15.323,3.1252,0.0984,SB*,K1II+B7.5IV:,10.38,0.06,5.512,
HIP 55791,*  80 Leo,171.45856925745,3.86006382202,-76.523,-29.035,16.195,0.0761,gD*,F2IVnn,7.98,0.45,6.354,
HIP 9149,HD  12270,29.47218492222,-65.4246771449,-17.14,-10.887,5.9924,0.0227,*,G8II/III,7.87,0.87,6.357,
HIP 112203,* rho Gru,340.87490106366994,-41.41434552536389,9.59,-93.616,13.4158,0.1111,PM*,K0III,30.73,0.12,4.835,
HIP 115015,HD 219659,349.4170177502999,-11.712943093999998,40.816,5.509,7.9759,0.2029,Pu*,A1/2IV/V,2.2,1.7,6.327,
HIP 5310,* psi02 Psc,16.988183246159995,20.73906955072,87.677,-90.069,17.9579,0.5838,**,A3V,-7.63,0.93,5.563,
HIP 58002,V* IQ Vir,178.45948796597,0.5521147506,-41.92,3.197,8.0973,0.0331,dS*,A9V,10.0,4.3,6.29,
HIP 43763,HD  76640,133.72512339500005,-58.23965662222222,-19.28,16.69,4.58,0.34,**,B5V,13.0,4.3,6.353,
HIP 14124,HD  18894,45.53863977317,-6.494533047329999,81.664,-141.425,30.4612,0.3972,SB*,G0V,14.8,0.4,6.194,
HIP 28532,HD  36905,90.33447313121,85.18211517622,14.646,-1.404,1.6294,0.0304,*,M0III,-49.31,0.14,6.115,
HIP 76664,HD 138289,234.8266546726,-77.91800543186,-79.376,-130.969,9.0832,0.0204,PM*,K2.5IIIbCN1.5Ba+0.5,13.62,0.14,6.181,
HIP 97515,HD 187098,297.29837940751,-28.788970366150004,122.374,-97.951,21.4247,0.0389,PM*,F3V,-34.9,0.22,6.031,
HIP 49569,HD  87808,151.7895807253,-17.14173273348,15.562,-56.1,8.1886,0.0724,PM*,K5III-IIIb,10.9,2.0,5.582,
HIP 22407,HD  30453,72.32950039785,32.588192213700005,18.459,-34.638,9.8483,0.0482,SB*,A8m,16.654,0.012,5.824,
HIP 44162,HD  77084,134.91630312578,-19.20804221581,-40.406,-98.363,24.8513,0.078,PM*,F5V,20.42,0.51,6.191,
HIP 56083,HD  99859,172.43151457915,56.73757403052,-89.303,-33.538,14.4017,0.0238,PM*,A5V,9.2,2.0,6.278,
HIP 97845,HD 188439,298.25519314707,47.80772046188,-7.296,-7.168,0.9568,0.0373,Pu*,B0.5IIIn,-58.597,0.221821,6.279,
HIP 104765,HD 202240,318.36010619411,36.63326084477,-0.494,0.991,0.9511,0.0243,*,A8II,-12.8,2.0,6.071,
HIP 115191,*  10 And,349.96843909617,42.07806989614,40.727,6.291,6.8444,0.1149,*,M0III,-1.0,0.17,5.789,
HIP 37823,HD  63118,116.32517825766,-43.75256594449,-9.603,-2.727,3.6421,0.0322,*,B5V,35.0,4.3,6.012,
HIP 74824,* bet Cir,229.37853938357503,-58.80120701859055,-97.182,-136.055,33.8205,0.2515,PM*,A3Va,9.6,2.0,4.057,
HIP 108772,*  14 Cep,330.5190526126099,58.000363821810005,-3.096,-2.611,0.907,0.0525,SB*,O9IV(n)var+B1:V:,-11.33,0.78,5.542,
HIP 103346,HD 199661,314.07088152805,56.88751764913,4.823,4.055,3.0904,0.047,Pu*,B2.5IV,-19.0,4.3,6.218,
HIP 87445,HD 162989,268.01966671747994,39.98208894929,-12.653,51.713,4.826,0.1115,PM*,K4III,-69.48,0.14,6.001,
HIP 36942,* Q Car,113.91550959642,-52.53383586569,22.335,-11.593,7.8078,0.0884,*,K3III,62.0,2.0,4.92,
HIP 16591,V* IW Per,53.39597548492,39.89947684169999,15.466,-46.526,17.7106,0.0434,SB*,A3V,11.44,0.31,5.776,
HIP 115148,HD 219927,349.86422461242,34.79318248664,16.416,-0.924,3.3875,0.0487,Pu*,B8III,0.0,1.5,6.315,
HIP 36848,HD  60666,113.64497812369,-27.01227516776,-46.948,71.571,9.8405,0.0301,PM*,K1III,-5.86,0.12,5.77,
HIP 43410,*   5 LMi,132.63426173938,33.28505441614999,-63.32,-83.552,36.5201,0.0252,PM*,F7Vs,4.212,0.0015,6.21,
HIP 89507,HD 167096,273.97271712143,-44.20645337761,67.283,12.211,14.5746,0.4724,PM*,G8/K0III,-35.37,3.94,5.451,
HIP 53064,*  42 UMa,162.84883931901,59.32011985082001,-26.876,-51.293,12.0199,0.0443,PM*,K2III,-20.85,0.14,5.562,
HIP 104557,HD 201567,317.69558190127,-9.35407376656,116.922,-58.603,9.1009,0.0319,PM*,K1/2III,-37.3,0.16,6.267,
HIP 100738,HD 194215,306.36178107509,-28.663263825499996,10.817,4.196,5.863,0.2189,SB*,G8II/III,-15.23,0.18,5.858,
HIP 54783,HD  97550,168.2363148248,-49.73609723298,-20.675,6.64,3.6029,0.0258,*,G8II/III,8.84,0.19,6.109,
HIP 43685,V* CY Lyn,133.48200636797,35.53829369309,-27.386,-16.378,4.2567,0.0691,El*,A4III,25.0,4.3,6.129,
HIP 5074,*  73 Psc,16.21932463518,5.65626473416,29.332,-14.9,4.8225,0.0611,*,K5III,-9.53,0.16,6.007,
HIP 35611,V* HQ CMa,110.22881407092,-26.963836802879992,-4.135,5.821,1.5391,0.0573,EB*,B3V,18.0,7.4,5.986,
HIP 6193,* ups Psc,19.86664022127417,27.26405865523361,25.242,-11.413,10.1502,0.1619,*,A3V,6.11,0.23,4.748,
HIP 42637,* eta Cha,130.33130244081,-78.96336274946,-29.43,26.831,10.1679,0.0665,Pu*,B8V,15.21,1.41,5.453,
HIP 64692,*  19 CVn,198.88312406306,40.85520268998,-111.773,21.223,14.6877,0.092,SB*,A7V,-18.3,2.0,5.777,
HIP 50552,HD  89490,154.8847682412876,-5.1061477990426,-41.757,-71.039,11.7936,0.0973,PM*,K0IV,15.39,0.16,6.361,
HIP 78639,* eta Nor,240.8037395438433,-49.22969591545055,41.862,9.996,13.9563,0.1311,*,G8III,0.69,0.12,4.643,
HIP 106564,HD 205265,323.7208414517,-29.69611836258,14.02,-15.403,3.8456,0.0594,*,B8III,-5.13,0.5,6.42,
HIP 29233,HD  42486,92.44643758251,-26.701085155800005,-18.633,13.243,7.2591,0.1573,*,G8/K0III,-16.03,1.18,6.277,
HIP 42142,HD  72908,128.85398056803,2.74345271337,-2.823,5.089,4.5292,0.0273,*,G8III,-4.03,0.15,6.332,
HIP 112862,*  21 PsA,342.83724361593994,-29.53630657697,-8.668,-13.383,10.5194,0.0392,*,G8/K0III,3.97,0.23,5.987,
HIP 85393,HD 157599,261.73484173796,-51.94882232532,16.314,-14.53,6.0795,0.0552,*,B8V,5.42,0.55,6.17,
HIP 12486,* iot Eri,40.166811874223335,-39.85537652502445,135.601,-27.235,22.2853,0.109,PM*,K0IIIb,-8.13,0.12,4.116,
HIP 84949,V* V819 Her,260.43171081135,39.97466819411999,15.389,-60.025,13.8153,0.4963,SB*,F7V,-3.37,0.14,5.561,
HIP 99762,HD 191603,303.612109568,-63.4157891011,-39.099,30.848,14.1437,0.0234,*,F0IV,22.0,0.9,6.086,
HIP 33650,*  40 Gem,104.8663860674,25.91416308035,-8.322,-10.879,3.3391,0.1198,**,B9III,30.751101,0.0606,6.397,
HIP 78914,* del Nor,241.62271525201,-45.17328002381,-18.44,41.784,31.0627,0.2594,*,kA3hA7mF0III:,-15.5,2.0,4.713,
HIP 29798,HD  43335,94.09913531268,17.181606788019998,0.389,-9.907,3.1338,0.047,*,K5II,43.3,0.16,6.37,
HIP 103596,HD 200030,314.85258073006,42.32446370036,16.414,5.516,3.878,0.0357,*,B9,-19.23,0.43,6.465,
HIP 100165,HD 192531,304.76249738387,-63.23074217233,-8.646,-73.918,7.7474,0.0181,PM*,K0III,-6.96,0.13,6.279,
HIP 94834,* ome01 Aql,289.45416325481,11.59542442118,1.07,13.64,8.266,0.0721,*,F0IV,-14.3,2.0,5.283,
HIP 51808,HD  91190,158.77287640462,75.71290185511,-20.219,1.482,13.0453,0.1053,*,G8III-IIIb,16.352699,0.006697,4.853,
HIP 11249,* ksi Ari,36.20440681295,10.61055865008,20.979,-15.022,4.2483,0.1511,SB*,B7IV,-0.5,2.8,5.478,
HIP 103734,HD 200253,315.30360318112,36.02601182737,-4.819,-5.156,5.387,0.0292,*,G5III,-8.8,0.12,5.997,
HIP 94290,HD 179422,287.87909695028,26.73587127997,32.98,-31.963,23.2045,0.0192,*,F5V,-33.15,0.15,6.336,
HIP 97674,V* NZ Pav,297.75515207101,-65.60508828607,100.527,-158.483,16.8138,0.0471,dS*,F0II/III,-41.06,0.46,6.022,
HIP 113234,HD 216761,343.96471374362994,-31.63323431724,-13.536,-10.471,1.9085,0.2817,*,K3III,15.7,1.96,6.067,
HIP 31079,HD  46569,97.82637888349,-51.82596004833,102.014,104.577,27.1217,0.0476,SB*,F8VFe-0.4,15.955,0.0005,5.573,
HIP 66454,HD 118354,204.34781701879,-46.4278978549,-27.437,-16.521,6.9954,0.1302,*,B8V,7.2,3.2,5.889,
HIP 93299,V* LV Dra,285.05699079696,50.53346628625,7.185,2.659,5.1058,0.0915,a2*,B2.5IV,-20.5,0.7,5.377,
HIP 103894,HD 200577,315.77016473662,38.65741384372,17.193,-6.027,4.4544,0.0472,*,G8III,-4.14,0.15,6.097,
HIP 111171,HD 213428,337.82674229795,-2.91126507291,-8.389,-39.396,8.5395,0.0891,SB*,K0III,10.6122,0.007959,6.139,
HIP 53426,*  46 UMa,163.93493451649,33.5069289575,-111.772,-27.303,13.5727,0.096,PM*,K1III,-23.04,0.13,5.034,
HIP 19720,HD  26676,63.39404433421,10.21247729731,16.457,-25.736,6.9347,0.141,*,B8V,15.0,1.0,6.249,
HIP 62046,HD 110678,190.76720077334,61.15542135438999,-51.347,20.076,6.1282,0.0182,PM*,K0,-5.54795,0.013168,6.378,
HIP 83984,HD 154555,257.52614877841,-61.67545640301999,-2.811,-6.562,1.9983,0.0388,*,B8IV,8.61,0.37,6.366,
HIP 9809,V* WZ Psc,31.55109708721,8.24811115078,-13.773,-12.532,3.4797,0.0701,LP*,M2III:,-27.94,0.19,6.303,
HIP 112098,HD 215159,340.58670409693,53.90874786054999,-2.877,-8.383,2.6189,0.0329,*,K2,8.11,0.15,6.106,
HIP 5928,HD   6319,19.0550380085,87.14549671649,48.946,-21.478,8.7307,0.017,PM*,K2III:,-10.4,0.13,6.188,
HIP 9598,*  50 Cas,30.858785166533742,72.42129411554222,-43.842,22.548,20.8391,0.1908,*,A2V,-18.2,0.9,3.938,
HIP 29490,*  36 Cam,93.212760612,65.71842110257,6.24,-31.308,4.5905,0.0728,*,K1III-IIIbCH-0.5,1.15,0.13,5.344,
HIP 105140,* eps Mic,319.484525485715,-32.17254768084916,53.925,-24.129,19.2981,0.2671,PM*,A0V,-1.58,0.3,4.708,
HIP 72487,* h Boo,222.32779307617,46.11620400292,-6.207,-77.913,20.8264,0.0351,PM*,F6IVs,-5.0,0.14,5.757,NAME Merga
HIP 104171,HD 201636,316.59709137632,71.43179780458,-49.555,-115.596,19.7556,0.029,PM*,F3IV,-1.2,0.54,5.877,
HIP 41081,HD  71043,125.72982578277998,-52.12372894634,-22.862,19.588,13.8607,0.0304,*,A0V,22.35,0.72,5.887,
HIP 25280,HD  35505,81.11869583303,-16.975776559,33.388,-16.837,14.1888,0.076,*,A0V,22.39,0.7,5.636,
HIP 70090,* psi Cen,215.13930164992,-37.88529206459917,-64.694,-11.285,13.2026,0.2711,PM*,A0IV,-2.42,6.27,4.034,
HIP 76126,* zet04 Lib,233.23008856487,-16.85284478365,-12.879,-11.282,4.3321,0.1576,*,B3V,1.8,1.2,5.499,
HIP 45290,*  36 Lyn,138.45088824213,43.21783165359,-30.236,-32.032,5.2687,0.1577,*,B9IVpHgMn,21.3,1.7,5.282,
HIP 97700,HD 188074,297.83074567177,47.37723628297,14.366,16.315,15.3103,0.099,**,F2V,-18.98,0.42,6.215,
HIP 88190,HD 164614,270.15156023286,33.21368024177999,-4.261,-24.408,4.1316,0.0403,*,K6III,-16.98,0.15,6.0,
HIP 43970,* omi01 Cnc,134.31229037794,15.322766600059998,60.732,20.396,20.3294,0.0891,PM*,A5III,-4.6,2.0,5.22,
HIP 104105,*  77 Dra,316.37194043602994,78.12639143576,19.63,29.018,7.3807,0.0622,*,B8Vn,-22.5,3.6,5.907,
HIP 84500,V* U Oph,259.1321407950699,1.2105551531399998,-1.546,-13.023,4.2326,0.0858,SB*,B3V,-10.5,2.0,5.921,
HIP 17313,* o Per,55.59435804525584,33.965026028095004,3.048,-4.767,2.7034,0.1327,*,B0.5V,22.0,1.5,4.972,
HIP 13008,HD  17438,41.79627953765,-22.485762941420003,-19.716,-39.661,25.5427,0.1697,Pe*,F5V_Fe-1.2_CH-0.8,3.07,0.55,6.461,
HIP 98761,HD 189831,300.88944426035,-37.94068496055001,62.845,-85.958,8.1867,0.1421,PM*,K4III,-38.3,2.0,4.764,
HIP 41674,HD  72232,127.44014480686,-46.33169873658,-27.156,15.055,4.9777,0.0555,*,B5III,12.0,3.3,5.969,
HIP 930,* kap02 Scl,2.8934196613399994,-27.79971967199,5.058,12.9,5.7132,0.0814,*,K2III,-4.59,0.23,5.404,
HIP 39420,HD  66812,120.87335598866,-42.94832844083,-18.443,-3.203,3.3065,0.0175,Pe*,G8II,14.53,0.14,6.271,
HIP 88684,HD 165438,271.56332127397,-4.75125243749,142.942,-31.213,27.9231,0.0511,RG*,K1IV,-26.75,0.1,5.741,
HIP 50103,HD  88809,153.44134480788,-40.34602768118,-76.448,3.607,7.1603,0.1185,PM*,K1III,19.96,0.76,5.893,
HIP 6670,*  46 Cet,21.4051643485,-14.598785158179998,38.357,-18.188,11.3726,0.2785,*,K2+III-IIIbCN0.5,-25.25,0.35,4.907,
HIP 5268,* iot Tuc,16.82776800901,-61.77528841968,74.337,-11.324,10.6658,0.0537,PM*,G5III,-7.8,2.0,5.342,
HIP 78840,HD 144426,241.40808139966003,8.09624973186,9.35,1.691,7.3125,0.0445,SB*,A3m,-20.5,0.9,6.269,
HIP 17103,*  12 Tau,54.96300806981,3.05686614906,-37.243,8.864,9.567,0.1372,*,K0III,24.31,0.18,5.555,
HIP 103511,*  33 Vul,314.56812767592,22.32590734537,-3.462,-4.667,6.2541,0.1032,*,K3.5III,-24.94,0.16,5.288,
HIP 62983,HD 112131,193.57774734295,-11.64856981379,-138.789,10.515,14.0952,0.0378,**,A1V,-22.34,0.41,5.975,
HIP 62933,*  41 Vir,193.45715504199,12.418394704460002,45.314,-19.712,17.6538,0.1213,PM*,kA7hF0mF0(V),-3.9,3.3,6.241,
HIP 48883,* nu. Leo,149.55573074685,12.444805729768332,-24.384,-16.013,7.0404,0.1735,SB*,B6IV,14.4,5.0,5.26,
HIP 56510,HD 100615,173.7703509722,54.78539853085,17.276,6.054,8.0945,0.2061,*,K0III,20.57,0.17,5.628,
HIP 45242,HD  79524,138.3277698198,-42.27329008185,-13.674,62.401,6.3843,0.0189,PM*,K2III,29.3,0.14,6.267,
HIP 5240,HD   6497,16.750727109699998,56.93497184966,94.427,-108.856,9.7512,0.0207,PM*,K2III-IV,-96.757,0.0006,6.401,
HIP 87866,HD 163641,269.23323455294,6.487730334350001,20.084,-1.654,5.6932,0.0454,*,B9Vp,-15.54,0.39,6.277,
HIP 107112,HD 206291,325.44256172554,-25.101515494539992,-12.781,5.276,4.7131,0.0266,*,K1III,34.11,0.16,6.498,
HIP 74689,*   4 Ser,228.95448998708,0.37213761778,-107.017,12.441,21.1816,0.0821,PM*,A5V,-3.2,0.3,5.623,
HIP 53141,HD  94180,163.05705281145,1.0249726262,2.248,-4.141,5.1852,0.0637,*,A2IV/V,-14.5449,0.080073,6.37,
HIP 34914,HD  55762,108.35010427762,-22.67424163176999,24.374,-39.015,4.3923,0.0431,*,K4III,-4.52,0.12,5.96,
HIP 34270,HD  55151,106.55963759925,-68.8375813798,5.996,-1.922,6.4247,0.0196,*,K0III,-13.0,0.14,6.474,
HIP 95822,HD 183492,292.34230847622,14.59601919695,49.836,-23.88,10.8726,0.0495,RG*,K0III,-41.36,0.17,5.564,
HIP 7213,HD   9525,23.23351865657,-36.86523481285,5.643,-17.923,12.1811,0.384,*,K1/2III,17.73,1.04,5.493,
HIP 78554,* pi. Ser,240.57371451623,22.80445253994,4.5,23.359,18.695,0.0973,*,A3V,-37.21,0.26,4.817,
HIP 90651,V* V432 Sct,277.44483244917,-14.581987452340002,21.266,14.928,8.8452,0.0512,a2*,ApEuCrEu,-15.8,2.0,6.027,
HIP 37248,V* V390 Car,114.75132456569004,-53.27335682070001,-17.729,9.414,5.3886,0.0569,a2*,B9IV/V(pSi),12.0,2.0,6.044,
HIP 60425,*   6 Crv,185.8399486294,-24.84067040172,-19.342,-20.272,9.5952,0.0605,*,K1III,-2.42,0.15,5.658,
HIP 70384,HD 126200,216.00365869225,8.24396758779,-6.395,-13.597,7.9699,0.128,EB*,A3V,-10.5,0.79,5.93,
HIP 3801,* nu. Cas,12.208422895640002,50.96816512721001,29.453,-8.152,9.1537,0.2122,*,B9III,9.0,4.2,4.891,
HIP 95188,* rho02 Sgr,290.46206439322,-18.30838925039,102.361,-93.091,10.6201,0.0576,PM*,K0III,-12.7,2.0,5.845,
HIP 95352,HD 182694,290.98541873994,43.38816871825,14.981,-28.169,7.4235,0.0303,*,G7IIIa,-1.47,0.14,5.853,
HIP 6605,HD   8599,21.20283755492,-2.84858981881,11.033,-27.695,13.4912,0.0301,*,K0III,-27.3,0.21,6.164,
HIP 51014,HD  90393,156.32172578133,-42.46740441840999,-1.989,-12.561,5.1696,0.0245,*,G8III,-4.72,0.13,6.18,
HIP 30419,* eps Mon A,95.94202257163,4.59288236137,-15.127,7.701,24.0777,0.2691,*,A8V(n),12.4,0.92,4.398,
HIP 42726,HD  74560,130.60577751422,-53.11398427158306,-24.545,23.532,6.6507,0.093,SB*,B3IV,10.411,0.149,4.815,
HIP 40282,*  16 Vel,123.39269460753002,-50.19607520281001,18.742,-0.142,4.1002,0.0779,*,M1III,-7.0,0.9,5.514,
HIP 42568,* d Car,130.15428340004624,-59.76100474516722,-6.177,5.182,1.8023,0.1615,Pu*,B2III,12.9,0.7,4.313,
HIP 26868,V* WZ Col,85.56331028904,-34.66781664458,5.081,51.365,8.929,0.0889,Pu*,B9/9.5V,36.3,0.6,5.283,
HIP 34066,HD  53240,105.98940068937,-10.12376471919,-4.147,0.596,1.7258,0.0399,*,B8III:,27.79,0.55,6.428,
HIP 49329,*  13 Sex,151.03513327161,3.20105479731,-76.356,-93.714,17.6317,0.0303,PM*,F3V,6.37,0.88,6.429,
HIP 11121,HD  14890,35.77749005603,-37.57614170424999,-6.178,-32.294,3.1036,0.0255,*,K2III,11.86,0.19,6.496,
HIP 4346,HD   5384,13.92666733333,-7.347148720240001,-7.641,-44.637,5.5954,0.0704,*,K5III,1.9,2.0,5.85,
HIP 85042,HD 157347,260.71369878638995,-2.3881776251900004,48.702,-108.118,50.9694,0.0251,PM*,G3V,-35.861,0.0002,6.278,
HIP 60610,* x02 Cen,186.34056059643,-35.18641625437,-41.277,-6.379,7.1919,0.0668,*,B9IV/V,-11.3,2.0,5.707,
HIP 64238,* tet Vir,197.4874539107,-5.53900406522,-35.252,-33.302,11.1834,0.411,**,A1IVs,-3.353,0.0004,4.397,
HIP 35181,HD  56813,109.06447157274002,-46.77453323223,1.391,32.459,4.1499,0.0431,*,K4III,13.12,0.13,5.622,
HIP 93887,HD 177863,286.78469423898207,-18.73816863265417,-1.435,-17.593,4.6545,0.0907,SB*,B8V,-18.3,0.4,6.293,
HIP 47006,*  26 UMa,143.70596174273416,52.05147921795417,-66.851,-36.359,12.3906,0.1107,PM*,A0Vn,22.2,1.1,4.463,
HIP 16252,HD  21455,52.35952694549,46.93786616322,23.23,-25.764,6.0801,0.0312,Be*,B7Vne,-102.385002,0.13361,6.217,
HIP 69818,HD 125349,214.33808025341,51.30733541303,-9.654,-0.866,10.5723,0.0693,*,A2IV,-5.54,0.72,6.195,
HIP 54430,HD  96723,167.06573426673,-29.97248862415,8.664,-13.679,7.2727,0.0341,*,A1V,-11.74,0.14,6.453,
HIP 3521,HD   4293,11.237719033110002,-42.67655893448,-89.585,-95.897,14.9006,0.037,PM*,F0V,-9.86,0.18,5.926,
HIP 84021,HD 155711,257.62763252847,52.40877052082,-14.088,-8.815,7.7125,0.0348,*,B9III,-34.0,4.3,6.296,
HIP 71762,* pi.01 Boo,220.18149546562,16.41832665586,13.922,15.566,10.3357,0.1199,*,B9IIIpHgMnSi,2.31,0.26,4.893,
HIP 113802,HD 217811,345.68811608800377,44.05874956565638,0.441,-5.799,2.1847,0.028,V*,B2V,-11.3,0.1,6.42,
HIP 52736,HD  93607,161.71341242856496,-64.38347348587473,-18.59,9.832,6.6468,0.0739,*,B4V,12.0,1.0,4.83,
HIP 85237,HD 157486,261.26111411588,-34.69606617345999,-0.428,-17.848,5.2497,0.0297,*,ApSiCr,-18.0,25.7,6.142,
HIP 78355,HD 142919,239.97559251362,-54.02091362088,-4.665,-9.876,2.5213,0.0335,*,B5III,-38.0,2.0,6.089,
HIP 78117,HD 142529,239.26612834004,-48.16218867168,-96.238,-93.007,19.7262,0.0277,PM*,F2V,2.99,0.17,6.297,
HIP 74875,HD 135730,229.53931385219,-41.06116157607,23.042,1.588,13.0559,0.1189,*,A2mA2-A7,8.51,0.52,6.277,
HIP 75818,V* KQ Lup,232.33029242548,-38.63503287531,-30.501,-73.238,16.5905,0.084,EB*,F2V,-9.57,0.65,6.43,
HIP 81891,HD 150638,250.91134967946,-32.105946174219994,-8.601,-23.289,6.5341,0.042,*,B8V,-2.0,5.0,6.452,
HIP 79596,HD 145838,243.59318791512,-33.01108820133,-8.459,-19.003,5.2344,0.0378,*,K0III,-21.71,0.12,5.918,
HIP 77985,HD 142407,238.87722084683,-31.08361659945,30.019,21.143,7.2846,0.0307,*,K4III,43.36,0.13,6.199,
HIP 80910,HD 148760,247.84519958886,-26.53764461569,-33.85,-34.091,14.4907,0.0421,*,K1III,39.4,0.09,6.081,
HIP 60851,HD 108501,187.08025175546,-64.34098953763,-37.176,-11.101,9.4535,0.0584,Pu*,A0V,14.65,0.52,6.09,
HIP 62931,* kap Cru,193.45383256528,-60.37624162151,-5.197,-0.984,0.5061,0.0489,SB*,B5I,-24.0,1.0,5.94,
HIP 58921,HD 104933,181.23839412406,-60.96825306595,-26.51,-5.967,4.3458,0.049,*,M2III,0.52,0.17,5.96,
HIP 65247,HD 116084,200.56785899532,-52.18295315966,-3.729,-0.582,0.4887,0.0439,*,B2Ib,-15.0,2.0,5.91,
HIP 58901,HD 104900,181.18858224187,-59.25325091045999,-38.343,-12.498,8.5478,0.1016,*,B9Vn,28.0,7.4,6.2,
HIP 62026,HD 110461,190.70734835849,-55.94702754447001,-34.918,-3.442,9.2719,0.1096,*,B9V,15.0,7.4,6.057,
HIP 62799,HD 111775,193.02263962819,-48.09427815246999,-47.26,1.281,6.8314,0.0493,SB*,A0V,-2.2,4.3,6.304,
HIP 63849,V* V947 Cen,196.27774489583,-47.11690789885,-49.933,-31.821,10.0036,0.0311,dS*,F3III,-1.4,5.0,6.426,
HIP 66924,HD 119250,205.72917245213,-41.40109973734,-44.713,-39.482,9.0624,0.0932,HB*,K0III,25.49,0.18,5.956,
HIP 67648,HD 120672,207.90206360563,-36.43328000662,-111.999,-114.407,16.1018,0.0346,PM*,F6V,0.4,0.6,6.347,
HIP 58859,HD 104839,181.06960324489,-51.47251544402,-33.35,-9.889,8.3096,0.035,*,B9.5V,7.1,1.3,6.47,
HIP 64472,HD 114707,198.21182379984,-42.69972191903,-27.87,-3.06,4.5471,0.0232,*,K0III,-2.1,0.14,6.184,
HIP 63972,HD 113778,196.64617561848,-41.58844370409,43.923,-14.92,9.67,0.1874,RG*,K0II/III,2.88,0.13,5.588,
HIP 63820,V* V789 Cen,196.20097975408,-41.19632370348,-17.094,-16.934,3.4998,0.0904,LP?,M3/4III,-31.61,0.2,6.249,
HIP 62081,HD 110575,190.8594320527,-40.17784862469999,28.029,-13.085,14.1137,0.028,*,A7III,-4.6,1.7,6.43,
HIP 67143,HD 119752,206.40371343302,-26.11601024983,-71.389,-10.195,11.579,0.0478,PM*,A0V,-11.0,5.9,5.795,
HIP 73493,HD 132604,225.30457001519,-38.05839773486,32.649,-34.676,7.6238,0.0509,*,K2/3III,41.69,0.19,5.869,
HIP 72378,*  57 Hya,221.98981998368,-26.64616979946,-4.452,-4.01,6.9916,0.1638,Pu*,B9.5V,6.0,4.3,5.764,
HIP 76666,HD 139518,234.83904299072003,-23.15022857517,-29.914,-23.443,9.565,0.0511,*,B9.5V,-7.99,0.93,6.322,
HIP 78168,HD 142883,239.41859841712,-20.98307848889,-9.781,-21.576,6.353,0.051,Ce*,B3V,-13.2372,0.83862,5.836,
HIP 74732,HD 135534,229.09587775037,-22.39941430414,-35.031,2.798,7.898,0.0876,*,K2III,-5.3,2.0,5.506,
HIP 74493,* iot02 Lib,228.32997275016,-19.64757606981,-50.808,-33.581,11.2409,0.2282,PM*,A2V,-4.0,7.4,6.066,
HIP 78059,HD 142640,239.06006968222,-14.39940786544,44.151,-77.776,15.7024,0.0498,SB*,F6V,8.0,1.1,6.324,
HIP 69929,V* CS Vir,214.65937733738,-18.71596258174,-52.197,-46.004,11.497,0.5361,a2*,ApSi(Cr),-12.95,1.0,5.9,
HIP 104597,HD 200924,317.83723383512,-72.54435621647,33.581,-25.516,8.2503,0.0681,*,K1III,-14.12,0.14,6.186,
HIP 101570,HD 195190,308.77613049853994,-71.18877941077,-38.34,11.922,4.8186,0.0225,*,K2III,45.16,0.17,6.4,
HIP 103752,HD 199475,315.36674209556,-68.20960767666,-17.071,8.79,12.1838,0.0236,*,A2V,7.73,0.5,6.36,
HIP 116653,HD 222060,354.59952602544,-76.86954351672,83.519,-25.064,6.0864,0.0294,PM*,K0II/III,5.28,0.3,5.983,
HIP 112603,HD 215682,342.0891038903499,-61.68436443705,73.073,-3.396,8.0812,0.0191,PM*,K0III,-17.11,0.14,6.365,
HIP 108281,* pi. Ind,329.05856844043,-57.89958765515,17.566,7.718,6.7844,0.0335,*,A3mA6-A9,8.1,1.5,6.168,
HIP 93238,HD 175007,284.87195160928,-70.46865200399,-3.718,-117.132,9.8372,0.0203,PM*,A8V,-10.9,0.7,6.48,
HIP 94724,* tau Pav,289.1192169313699,-69.19082709148,6.769,-29.998,5.1688,0.0561,*,A6IV/V,-14.02,0.82,6.255,
HIP 93287,HD 175401,285.01485740439,-66.65361638144,11.052,-44.2,9.2947,0.0895,*,K0III,-18.29,0.21,5.971,
HIP 106419,HD 204873,323.32338554971,-52.73777293298,-9.174,-13.834,3.8416,0.023,*,K4III,35.07,0.29,6.404,
HIP 100300,HD 193002,305.13464170266,-55.05088435543,9.106,-33.29,3.1785,0.0411,*,M0/1III,-8.46,0.17,6.259,
HIP 103673,HD 199623,315.08951227118,-51.2653134076,-86.96,132.066,36.4611,0.0399,PM*,F5.5V,-22.44,0.17,5.761,
HIP 104296,HD 200887,316.93555262383,-45.3794564553,31.198,-7.211,10.1866,0.4572,*,A9V,3.08,0.51,6.44,
HIP 118092,HD 224361,359.3329547462299,-62.95659740385,75.261,27.177,15.6877,0.0605,**,A1IV,0.47,0.77,5.943,
